AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2021,3,05,ANTIOQUIA,05690,SANTO DOMINGO,509,12515,"0,0407"
2021,3,68,SANTANDER,68264,ENCINO,11,2612,"0,0042"
2020,4,15,BOYACA,15808,TINJACA,117,3351,"0,0349"
2021,2,68,SANTANDER,68377,LA BELLEZA,283,6246,"0,0453"
2020,3,15,BOYACA,15808,TINJACA,100,3351,"0,0298"
2021,3,68,SANTANDER,68327,GsEPSA,100,5368,"0,0186"
2022,2,18,CAQUETA,18785,SOLITA,207,6480,"0,0319"
2020,2,05,ANTIOQUIA,05001,MEDELLIN,655541,2533424,"0,2588"
2021,3,19,CAUCA,19785,SUCRE,18,9748,"0,0018"
2022,1,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,1662,9439,"0,1761"
2021,2,50,META,50226,CUMARAL,2576,23387,"0,1101"
2021,3,52,NARI�O,52224,CUASPUD,31,9198,"0,0034"
2021,3,15,BOYACA,15380,LA CAPILLA,14,2710,"0,0052"
2020,1,25,CUNDINAMARCA,25736,SESQUILE,1190,12645,"0,0941"
2021,3,18,CAQUETA,18785,SOLITA,163,6412,"0,0254"
2020,4,15,BOYACA,15759,SOGAMOSO,28183,131105,"0,215"
2021,3,86,PUTUMAYO,86749,SIBUNDOY,1223,15687,"0,078"
2021,3,15,BOYACA,15322,GUATEQUE,442,10981,"0,0403"
2020,3,15,BOYACA,15759,SOGAMOSO,27444,131105,"0,2093"
2020,3,15,BOYACA,15693,SANTA ROSA DE VITERBO,180,13325,"0,0135"
2021,3,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,4560,53149,"0,0858"
2020,3,76,VALLE DEL CAUCA,76622,ROLDANILLO,6453,36786,"0,1754"
2021,3,52,NARI�O,52083,BELEN,184,6300,"0,0292"
2021,3,18,CAQUETA,18756,SOLANO,64,11625,"0,0055"
2021,3,97,VAUPES,97161,CARURU,6,3349,"0,0018"
2021,2,15,BOYACA,15753,SOATA,812,8894,"0,0913"
2021,3,20,CESAR,20013,AGUSTIN CODAZZI,5226,66019,"0,0792"
2021,3,50,META,50325,MAPIRIPAN,24,7215,"0,0033"
2021,3,85,CASANARE,85315,SACAMA,122,2078,"0,0587"
2020,1,25,CUNDINAMARCA,25799,TENJO,2149,24096,"0,0892"
2021,1,18,CAQUETA,18029,ALBANIA,34,4442,"0,0077"
2021,3,52,NARI�O,52254,EL PE�OL,380,7442,"0,0511"
2021,3,52,NARI�O,52317,GUACHUCAL,350,19334,"0,0181"
2021,3,52,NARI�O,52694,SAN PEDRO DE CARTAGO,14,6818,"0,0021"
2021,3,19,CAUCA,19364,JAMBALO,68,18720,"0,0036"
2021,3,52,NARI�O,52693,SAN PABLO,686,14789,"0,0464"
2021,3,15,BOYACA,15135,CAMPOHERMOSO,21,3083,"0,0068"
2021,3,52,NARI�O,52207,CONSACA,182,13735,"0,0133"
2020,3,15,BOYACA,15507,OTANCHE,322,8004,"0,0402"
2020,3,25,CUNDINAMARCA,25772,SUESCA,1262,18741,"0,0673"
2021,3,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,4152,32646,"0,1272"
2021,3,88,SAN ANDRES Y PROVIDENCIA,88564,PROVIDENCIA,23,6356,"0,0036"
2020,1,25,CUNDINAMARCA,25269,FACATATIVA,19762,155978,"0,1267"
2021,3,50,META,50251,EL CASTILLO,20,7469,"0,0027"
2020,2,25,CUNDINAMARCA,25817,TOCANCIPA,7550,45714,"0,1652"
2020,4,76,VALLE DEL CAUCA,76622,ROLDANILLO,6160,36786,"0,1675"
2021,3,91,AMAZONAS,91405,LA CHORRERA,62,2978,"0,0208"
2020,4,05,ANTIOQUIA,05250,EL BAGRE,4254,53846,"0,079"
2021,3,25,CUNDINAMARCA,25745,SIMIJACA,1741,14620,"0,1191"
2022,3,05,ANTIOQUIA,05631,SABANETA,41294,90743,"0,4551"
2021,3,68,SANTANDER,68522,PALMAR,9,1423,"0,0063"
2021,3,15,BOYACA,15090,BERBEO,88,1593,"0,0552"
2021,1,15,BOYACA,15299,GARAGOA,544,18455,"0,0295"
2021,3,52,NARI�O,52378,LA CRUZ,1196,18639,"0,0642"
2020,1,25,CUNDINAMARCA,25785,TABIO,2697,24206,"0,1114"
2020,4,86,PUTUMAYO,86757,SAN MIGUEL,231,19434,"0,0119"
2021,1,52,NARI�O,52079,BARBACOAS,232,56524,"0,0041"
2021,1,41,HUILA,41016,AIPE,156,16685,"0,0093"
2021,3,41,HUILA,41885,YAGUARA,412,7888,"0,0522"
2021,3,68,SANTANDER,68324,GUAVATA,19,4237,"0,0045"
2021,3,91,AMAZONAS,91430,LA VICTORIA,1,667,"0,0015"
2020,1,25,CUNDINAMARCA,25899,ZIPAQUIRA,25712,146352,"0,1757"
2021,3,85,CASANARE,85015,CHAMEZA,16,2659,"0,006"
2022,1,25,CUNDINAMARCA,25524,PANDI,405,5720,"0,0708"
2020,2,25,CUNDINAMARCA,25899,ZIPAQUIRA,27419,146352,"0,1873"
2021,3,05,ANTIOQUIA,05411,LIBORINA,454,10247,"0,0443"
2020,3,15,BOYACA,15753,SOATA,785,8832,"0,0889"
2021,3,94,GUAINIA,94885,LA GUADALUPE,2,298,"0,0067"
2021,4,50,META,50110,BARRANCA DE UPIA,261,6632,"0,0394"
2021,4,05,ANTIOQUIA,05209,CONCORDIA,1216,22024,"0,0552"
2021,4,52,NARI�O,52001,PASTO,83288,392567,"0,2122"
2021,4,54,NORTE DE SANTANDER,54498,OCA�A,12688,131103,"0,0968"
2021,4,85,CASANARE,85001,YOPAL,37788,179355,"0,2107"
2021,4,68,SANTANDER,68101,BOLIVAR,67,11101,"0,006"
2021,4,68,SANTANDER,68770,SUAITA,75,10270,"0,0073"
2021,4,52,NARI�O,52490,OLAYA HERRERA,99,25204,"0,0039"
2021,4,25,CUNDINAMARCA,25426,MACHETA,97,6527,"0,0149"
2021,4,25,CUNDINAMARCA,25841,UBAQUE,106,7348,"0,0144"
2021,4,81,ARAUCA,81300,FORTUL,1177,20629,"0,0571"
2021,4,05,ANTIOQUIA,05579,PUERTO BERRIO,11316,41345,"0,2737"
2021,4,25,CUNDINAMARCA,25524,PANDI,367,5546,"0,0662"
2021,4,91,AMAZONAS,91798,TARAPACA,12,3970,"0,003"
2021,4,68,SANTANDER,68327,GsEPSA,193,5368,"0,036"
2021,4,19,CAUCA,19110,BUENOS AIRES,81,32311,"0,0025"
2021,4,15,BOYACA,15135,CAMPOHERMOSO,20,3083,"0,0065"
2021,4,05,ANTIOQUIA,05034,ANDES,4094,44885,"0,0912"
2021,4,76,VALLE DEL CAUCA,76497,OBANDO,1254,12107,"0,1036"
2021,4,68,SANTANDER,68615,RIONEGRO,419,27361,"0,0153"
2021,4,27,CHOCO,27413,LLORO,11,9993,"0,0011"
2021,4,68,SANTANDER,68264,ENCINO,10,2612,"0,0038"
2021,4,13,BOLIVAR,13667,SAN MARTIN DE LOBA,321,15114,"0,0212"
2021,4,15,BOYACA,15533,PAYA,12,2654,"0,0045"
2021,4,05,ANTIOQUIA,05895,ZARAGOZA,1893,26106,"0,0725"
2021,4,23,CORDOBA,23807,TIERRALTA,5071,95973,"0,0528"
2021,4,15,BOYACA,15790,TASCO,46,5833,"0,0079"
2021,4,68,SANTANDER,68051,ARATOCA,21,8581,"0,0024"
2021,4,50,META,50711,VISTAHERMOSA,61,16929,"0,0036"
2021,4,25,CUNDINAMARCA,25086,BELTRAN,62,1960,"0,0316"
2021,4,76,VALLE DEL CAUCA,76248,EL CERRITO,8350,57441,"0,1454"
2021,4,54,NORTE DE SANTANDER,54109,BUCARASICA,31,6704,"0,0046"
2021,4,50,META,50577,PUERTO LLERAS,18,10440,"0,0017"
2021,4,52,NARI�O,52352,ILES,302,7630,"0,0396"
2021,4,70,SUCRE,70204,COLOSO,7,8852,"0,0008"
2021,4,54,NORTE DE SANTANDER,54820,TOLEDO,230,16548,"0,0139"
2021,4,41,HUILA,41530,PALESTINA,164,11491,"0,0143"
2021,4,15,BOYACA,15185,CHITARAQUE,25,5906,"0,0042"
2021,4,52,NARI�O,52227,CUMBAL,346,37032,"0,0093"
2021,4,41,HUILA,41396,LA PLATA,5844,62904,"0,0929"
2021,4,27,CHOCO,27800,UNGUIA,255,12926,"0,0197"
2021,4,47,MAGDALENA,47720,SANTA BARBARA DE PINTO,480,11470,"0,0418"
2021,4,91,AMAZONAS,91263,EL ENCANTO,7,2093,"0,0033"
2021,4,63,QUINDIO,63401,LA TEBAIDA,5308,35225,"0,1507"
2021,4,20,CESAR,20228,CURUMANI,851,40491,"0,021"
2021,4,05,ANTIOQUIA,05079,BARBOSA,8268,55201,"0,1498"
2021,4,73,TOLIMA,73563,PRADO,40,8439,"0,0047"
2021,4,73,TOLIMA,73200,COELLO,34,8345,"0,0041"
2021,4,52,NARI�O,52381,LA FLORIDA,225,9909,"0,0227"
2021,4,27,CHOCO,27495,NUQUI,397,16780,"0,0237"
2021,4,73,TOLIMA,73483,NATAGAIMA,717,14713,"0,0487"
